繁體(OpenCC)	原書詞頭	简体	吴拼
倒爺笨	倒爺笨	倒爷笨	tau ya ben
倒竈	倒竈	倒灶	tau tsau
倒掛眉毛	倒掛眉毛	倒挂眉毛	tau ko mi mau
倒掉	倒掉	倒掉	tau diau
倒翻	倒翻	倒翻	tau fae
倒拖	倒拖	倒拖	tau thou
倒大	倒大	倒大	tau dou
倒頭	倒頭	倒头	tau deu
倒宕木蓮	倒宕木蓮	倒宕木莲	tau dan moq li
倒陽	倒陽	倒阳	tau yan
倒運	倒運	倒运	tau yun
倒篤○	倒篤○	倒笃○	tau toq
倒篤○筋倒	倒篤○筋倒	倒笃○筋倒	tau toq cin tau
倒篤○和尚	倒篤○和尚	倒笃○和尚	tau toq ghou zaon
倒作	倒作	倒作	tau tsoq
倒皵皮	倒皵皮	倒皵皮	tau chiq bi
搗	搗	捣	tau3
搗子頭	搗子頭	捣子头	tau tsy deu
搗臼子	搗臼子	捣臼子	tau jieu tsy
搗蛋鬼	搗蛋鬼	捣蛋鬼	tau dae ciu
搗臼	搗臼	捣臼	tau jieu
搗鯁○	捣鯁○	捣鲠○	tau gan
搗門	搗門	捣门	tau men
搗親	搗親	捣亲	tau chin
搗地聾	擣地聾	捣地聋	tau di lon
到	到	到	tau5
到○	到○	到○	tau5
到底	到底	到底	tau ti
到介辰光	到介辰光	到介辰光	tau ka zyun kuaon
到靶	到靶	到靶	tau po
到門	到門	到门	tau men
討便宜	討便宜	讨便宜	thau bi gni
討意○房	討意○房	讨意○房	thau i vaon
討債	討債	讨债	thau tsa
討債鬼	討债鬼	讨债鬼	thau tsa ciu
討老婆	討老婆	讨老婆	thau lau bou
討價	討價	讨价	thau ko
討賬	討賬	讨账	thau cian
套	套	套	thau5
套鞋	套鞋	套鞋	thau gha
套裁	套裁	套裁	thau ze
套衫	套衫	套衫	thau sae
套間	套間	套间	thau kae
套盤圈	套盤圈	套盘圈	thau bun chiu
套結	套結	套结	thau ciq
逃○	逃○	逃○	dau2
逃娘婆	逃娘婆	逃娘婆	dau gnian bou
桃子	桃子	桃子	dau tsy
桃頭	桃頭	桃头	dau deu
桃子頭	桃子頭	桃子头	dau tsy deu
桃脯	桃脯	桃脯	dau phu
桃仁	桃仁	桃仁	dau gnin
桃紅	桃紅	桃红	dau ghon
陶成	陶成	陶成	dau jin
掏	掏	掏	dau2
掏井	掏井	掏井	dau cin
淘	淘	淘	dau2
淘梢	淘梢	淘梢	dau sau
淘簍	淘簍	淘篓	dau lou
淘湯飯	淘湯飯	淘汤饭	dau thaon vae
道	道	道	dau6
道士	道士	道士	dau zy
道地	道地	道地	dau di
道○搖○	道○搖○	道○摇○	dau yau
道頭	道頭	道头	dau deu
道伴	道伴	道伴	dau bun
稻	稻	稻	dau6
稻草	稻草	稻草	dau tshau
稻叉	稻叉	稻叉	dau tsho
稻大肚𡀂	稻大肚𡀂	稻大肚𡀂	dau dou du lei
稻頭	稻頭	稻头	dau deu
稻培○	稻培○	稻培○	dau bei
稻枚○	稻枚○	稻枚○	dau mei
稻桶	稻桶	稻桶	dau don
稻桶星	稻桶星	稻桶星	dau don shin
稻熟麻雀	稻熟麻雀	稻熟麻雀	dau zoq mo cian
稻桶麻雀	稻桶麻雀	稻桶麻雀	dau don mo cian
稻田麻雀	稻田麻雀	稻田麻雀	dau di mo cian
稻穀麻雀	稻穀麻雀	稻谷麻雀	dau koq moq cian
腦髓粉燥	腦髓粉燥	脑髓粉燥	nau shi fen sau
腦髓骨頭	腦髓骨頭	脑髓骨头	nau shi kuaq deu
腦算	腦算	脑算	nau soe
腦頭	腦頭	脑头	nau deu
腦殼頭	腦殼頭	脑壳头	nau khoq deu
鬧○	鬧○	闹○	nau6
鬧新房	鬧新房	闹新房	nau shin vaon
鬧鐘	鬧鐘	闹钟	nau tson
鬧熱	閙熱	閙热	nau gniq
撈	撈	捞	lhau1
牢	牢	牢	lau2
牢監	牢監	牢监	lau kae
牢監犯	牢監犯	牢监犯	lau kae vae
勞心	勞心	劳心	lau shin
勞作	勞作	劳作	lau tsoq
癆槽窞	癆槽窞	痨槽窞	lau zau dei
癆𤷾病	癆𤷾病	痨𤷾病	lau chiq bin
癆病	癆病	痨病	lau bin
老	老	老	lau6
老○	老○	老○	lau6
老鼠	老鼠	老鼠	lau tsy
老鼠奶奶	老鼠奶奶	老鼠奶奶	lau tsy nhe nhe
老鼠手	老鼠手	老鼠手	lau tsy shieu
老師	老師	老师	lau sy
老豬娘	老豬娘	老猪娘	lau tsyu gnian
老屁眼	老屁眼	老屁眼	lau phi ngae
老底子	老底子	老底子	lau ti tsy
老早子	老早子	老早子	lau tsau tsy
老繭	老繭	老茧	lau ci
老氣	老氣	老气	lau chi
老先生	老先生	老先生	lau shi san
老鹽頭	老鹽頭	老盐头	lau yi deu
老布	老布	老布	lau pu
老虎	老虎	老虎	lau fu
老虎竈	老虎竈	老虎灶	lau fu tsau
老虎牙	老虎牙	老虎牙	lau fu ngo
老虎屙	老虎屙	老虎屙	lau fu ou
老虎窗	老虎窗	老虎窗	lau fu tshaon
老虎鉗	老虎鉗	老虎钳	lau fu ji
老土地	老土地	老土地	lau thu di
老鬼	老鬼	老鬼	lau ciu
老鬼三	老鬼三	老鬼三	lau ciu sae
老太婆	老太婆	老太婆	lau tha bou
老太婆	老太婆	老太婆	lau tha boe
老懈懈	老懈懈	老懈懈	lau ga ga
老蟹	老蟹	老蟹	lau ha
老爺	老爺	老爷	lau ya
老鴇	老鴇	老鸨	lau pau
老老	老老	老老	lau lau
老長	老長	老长	lau jian
老早	老早	老早	lau tsau
老早百裏	老早百裏	老早百里	lau tsau paq li
老早百地	老早百地	老早百地	lau tsau paq di
老酵	老酵	老酵	lau kau
老價鈿	老價鈿	老价钿	lau ko di
老話頭	老話頭	老话头	lau wo deu
老鴉	老鴉	老鸦	lau o
老鴉臭	老鴉臭	老鸦臭	lau o chieu
老小無欺	老小無欺	老小无欺	lau shiau wu chi
老花眼	老花眼	老花眼	lau huo ngae
老來	老來	老来	lau le
老K牌	老K牌	老K牌	lau khe bae
老K牌	老K牌	老K牌	lau khe ba
老闆	老板	老板	lau pae
老闆娘	老板娘	老板娘	lau pae gnian
老旦	老旦	老旦	lau tae
老三	老三	老三	lau sae
老三老四	老三老四	老三老四	lau sae lau sy
老三刮氣	老三刮氣	老三刮气	lau sae kuaq chi
老鴨	老鴨	老鸭	lau ae
老鴨	老鴨	老鸭	lau aq
老酒	老酒	老酒	lau cieu
老酒壺	老酒壺	老酒壶	lau cieu wu
酒壺	酒壺	酒壶	cieu wu
老酒窞窞	老酒窞窞	老酒窞窞	lau cieu dei dei
老酒甏	老酒甏	老酒甏	lau cieu ban
老酒包	老酒包	老酒包	lau cieu pau
老壽星頭	老壽星頭	老寿星头	lau zhieu shin deu
老油條	老油條	老油条	lau yeu diau
老婆	老婆	老婆	lau bou
老婆婆	老婆婆	老婆婆	lau bou bou
老婆兒囡	老婆兒囡	老婆儿囡	lau bou ng no
老大	老大	老大	lau dou
老大姑娘	老大姑娘	老大姑娘	lau dou ku gnian
老大小姐	老大小姐	老大小姐	lau dou shiau cia
老和尚過江暴	老和尚過江暴	老和尚过江暴	lau ghou zaon kou kaon pau
老頭	老頭	老头	lau deu
老頭	老頭	老头	lau dei
老頭汗衫	老頭汗衫	老头汗衫	lau deu ghei sae
老頭汗衫	老頭汗衫	老头汗衫	lau dei ghei sae
老頭伯	老頭伯	老头伯	lau deu pan
老頭伯	老頭伯	老头伯	lau dei pan
老頭子	老頭子	老头子	lau deu tsy
老頭子	老頭子	老头子	lau dei tsy
老口	老口	老口	lau kheu
老湯	老湯	老汤	lau thaon
老伯	老伯	老伯	lau pan
老伯伯	老伯伯	老伯伯	lau pan pan
老生	老生	老生	lau san
老槍	老槍	老枪	lau chian
老相好	老相好	老相好	lau shian hau
老相	老相	老相	lau shian
老相扮出	老相扮出	老相扮出	lau shian pae tshyuq
老門檻	老門檻	老门槛	lau men khae
老手	老手	老手	lau shieu
老孫兒子	老孫兒子	老孙儿子	lau sen ng tsy
老肯肯	老肯肯	老肯肯	lau khen khen
老縮縮	老縮縮	老缩缩	lau soq soq
老菱	老菱	老菱	lau lin
老成人	老成人	老成人	lau jin gnin
老鷹	老鷹	老鹰	lau in
老鷹抲小雞	老鷹抲小鷄	老鹰抲小鸡	lau in kho shiau ci
老鷹鼻頭管	老鷹鼻頭管	老鹰鼻头管	lau in baq deu kun
老筍頭	老笋頭	老笋头	lau syun deu
老公	老公	老公	lau kon
老公公	老公公	老公公	lau kon kon
老𡢿	老𡢿	老𡢿	lau gnion
老𡢿爿	老𡢿爿	老𡢿爿	lau gnion bae
老兄	老兄	老兄	lau shion
老白酒	老白酒	老白酒	lau baq cieu
老白蝨	老白蝨	老白虱	lau baq saq
老勿出	老勿出	老勿出	lau vaq tshyuq
老搭檔	老搭檔	老搭档	lau taq taon
老貼蛋	老貼蛋	老贴蛋	lau thaq dae
老拆○	老拆○	老拆○	lau tshaq
老伏卵	老伏卵	老伏卵	lau boq lou
老孵雞	老孵鷄	老孵鸡	lau bu ci
老木朧懂	老木朧懂	老木胧懂	lau moq lon ton
老木躘蹱	老木躘蹱	老木𨀁蹱	lau moq lon tshon
老菔乾	老菔乾	老菔干	lau voq ki
老結	老結	老结	lau ciq
老十三	老十三	老十三	lau zyuq sae
老實頭	老實頭	老实头	lau zyuq deu
老實頭西	老實頭西	老实头西	lau zyuq deu shi
老實頭人	老實頭人	老实头人	lau zyuq deu gnin
爪	爪	爪	tsau3
搔癢	搔癢	搔痒	tsau yan
搔癢棒	搔癢棒	搔痒棒	tsau yan baon
遭眼	遭眼	遭眼	tsau ngae
糟	糟	糟	tsau1
糟手	糟手	糟手	tsau shieu
早	早	早	tsau3
早米	早米	早米	tsau mi
早瓠	早瓠	早瓠	tsau bu
早夜晚頭	早夜晚頭	早夜晚头	tsau ya mae deu
早稻	早稻	早稻	tsau dau
早稻時	早稻時	早稻时	tsau dau zy
早稻汛裏	早稻汛裏	早稻汛里	tsau dau shin li
早晏	早晏	早晏	tsau ae
早鱟	早鱟	早鲎	tsau heu
早兩年	早兩年	早两年	tsau lian gni
早半晌	早半晌	早半晌	tsau pun zaon
早春暴	早春暴	早春暴	tsau tshyun pau
早紅	早紅	早红	tsau ghon
早紅霞	早紅霞	早红霞	tsau ghon ya
早發人	早發人	早发人	tsau faq gnin
找○	找○	找○	tsau3
找○袖	找○袖	找○袖	tsau zhieu
找頭	找頭	找头	tsau dei
罩褲	罩褲	罩裤	tsau khu
罩衫	罩衫	罩衫	tsau sae
竈偏間	竈偏間	灶偏间	tsau phi kae
竈雞	竈鷄	灶鸡	tsau ci
竈前矮凳	竈前矮凳	灶前矮凳	tsau zhi a ten
竈頭	竈頭	灶头	tsau deu
竈頭桌凳	竈頭桌凳	灶头桌凳	tsau deu tsoq ten
竈頭地康○	竈頭地康○	灶头地康○	tsau deu di khaon
竈前地康○	竈前地康○	灶前地康○	tsau zhi di khaon
竈跟無賴	竈跟無賴	灶跟无赖	tsau ken wu la
竈跟間	竈跟間	灶跟间	tsau ken kae
竈間	竈間	灶间	tsau kae
竈跟	竈跟	灶跟	tsau ken
竈頭間	竈頭間	灶头间	tsau deu kae
竈洞	竈洞	灶洞	tsau don
竈屋洞	竈屋洞	灶屋洞	tsau oq don
竈洞眼	竈洞眼	灶洞眼	tsau don ngae
竈囪	竈囱	灶囱	tsau tshon
鈔票	鈔票	钞票	tshau phiau
操心思	操心思	操心思	tshau shin sy
吵朋	吵朋	吵朋	tshau ban
吵朋烏龜	吵朋烏龜	吵朋乌龟	tshau ban u ciu
吵房	吵房	吵房	tshau vaon
吵客	吵客	吵客	tshau khaq
炒豬肝	炒豬肝	炒猪肝	tshau tsyu ki
炒雞蛋	炒鷄蛋	炒鸡蛋	tshau ci dae
炒毛○麩	炒毛○麩	炒毛○麸	tshau mau fu
炒腰花	炒腰花	炒腰花	tshau iau huo
炒蝦仁	炒蝦仁	炒虾仁	tshau huo gnin
炒三絲	炒三絲	炒三丝	tshau sae sy
炒三鮮	炒三鮮	炒三鲜	tshau sae shi
炒冷飯	炒冷飯	炒冷饭	tshau lan vae
草	草	草	tshau3
草子	草子	草子	tshau tsy
草紙	草紙	草纸	tshau tsy
草字頭	草字頭	草字头	tshau zy deu
草墊子	草墊子	草垫子	tshau di tsy
草雞	草鷄	草鸡	tshau ci
草苫	草苫	草苫	tshau shi
草包	草包	草包	tshau pau
草帽	草帽	草帽	tshau mau
草稿	草稿	草稿	tshau kau
草窠	草窠	草窠	tshau khou
草棚	草棚	草棚	tshau ban
草棚棚	草棚棚	草棚棚	tshau ban ban
草上飛	草上飛	草上飞	tshau zaon fi
草青	草青	草青	tshau chin
草繩	草繩	草绳	tshau zhin
草蓬	草蓬	草蓬	tshau bon
草綠	草綠	草绿	tshau loq
草蓆	草席	草席	tshau zhiq
草魚	草魚	草鱼	tshau ng
耖田	耖田	耖田	tshau di
耖田邊	耖田邊	耖田边	tshau di pi
耖燥	耖燥	耖燥	tshau sau
糙	糙	糙	tshau5
糙拉拉	糙拉拉	糙拉拉	tshau lha lha
糙粒不剌	糙粒不剌	糙粒不剌	tshau liq paq laq
躁	躁	躁	tshau5
造大反	造大反	造大反	zau dou fae
造反	造反	造反	zau fae
捎	捎	捎	sau1
梢瓜	梢瓜	梢瓜	sau ko
梢頭	梢頭	梢头	sau deu
筲	筲	筲	sau1
筲箕	筲箕	筲箕	sau ci
筲箕肚	筲箕肚	筲箕肚	sau ci du
騷屄	騷屄	骚屄	sau pi
掃垃圾個	掃垃圾個	扫垃圾个	sau la shi goq
掃帚	掃帚	扫帚	sau cieu
掃帚星	掃帚星	扫帚星	sau cieu shin
掃墓	掃墓	扫墓	sau mou
潲	潲	潲	sau5
燥	燥	燥	sau5
燥點心	燥點心	燥点心	sau ti shin
燥點心	燥點心	燥点心	sau te shin
燥地螞蟥	燥地螞蟥	燥地蚂蟥	sau di mo waon
燥地鴨	燥地鴨	燥地鸭	sau di ae
燥乎乎	燥乎乎	燥乎乎	sau fu fu
燥乎些色	燥乎些色	燥乎些色	sau fu shiq saq
燥淖泥	燥淖泥	燥淖泥	sau na gni
燥烤飯	燥烤飯	燥烤饭	sau khau vae
燥風水	燥風水	燥风水	sau fon syu
燥迫迫	燥迫迫	燥迫迫	sau paq paq
燥剝剝	燥剝剝	燥剥剥	sau poq poq
燥㬘	燥㬘	燥㬘	sau soq
燥燥㬘㬘	燥燥㬘㬘	燥燥㬘㬘	sau sau soq soq
燥𤿩𤿩	燥𤿩𤿩	燥𤿩𤿩	sau khoq khoq
漕嘴	漕嘴	漕嘴	zau tsyu
漕嘴頭	漕嘴頭	漕嘴头	zau tsyu deu
槽○鋤頭	槽○鋤頭	槽○锄头	zau zy deu
槽刨	槽刨	槽刨	zau bau
槽○槽○動	槽○槽○動	槽○槽○动	zau zau don
槽頭肉	槽頭肉	槽头肉	zau deu gnioq
造	造	造	zau6
造話	造話	造话	zau wo
造房子	造房子	造房子	zau vaon tsy
造孽	造孽	造孽	zau gniq
造孽頭朋	造孽頭朋	造孽头朋	zau gniq deu ban
造孽朋	造孽朋	造孽朋	zau gniq ban
造孽精	造孽精	造孽精	zau gniq cin
交老運	交老運	交老运	kau lau yun
交代勿過	交代勿過	交代勿过	kau de vaq kou
交秋	交秋	交秋	kau chieu
交運	交運	交运	kau yun
交春	交春	交春	kau tshyun
茭白	茭白	茭白	kau baq
高	高	高	kau1
高低牀	高低牀	高低床	kau ti zaon
高靴套鞋	高靴套鞋	高靴套鞋	kau shiu thau gha
高矮凳	高矮凳	高矮凳	kau a ten
高蹺	高蹺	高跷	kau chiau
高頭	高頭	高头	kau deu
高跟皮鞋	高跟皮鞋	高跟皮鞋	kau ken bi gha
高腳腳桶	高腳腳桶	高脚脚桶	kau ciaq ciaq don
高鑊蓋	高鑊蓋	高镬盖	kau ghoq ke
珓背	珓背	珓背	kau pei
教書先生	教書先生	教书先生	kau syu shi san
教方板	教方板	教方板	kau faon pae
膏	膏	膏	kau1
膏滋藥	膏滋藥	膏滋药	kau tsy yaq
膏蟹	膏蟹	膏蟹	kau ha
膏藥	膏藥	膏药	kau yaq
篙子	篙子	篙子	kau tsy
糕點	糕點	糕点	kau ti
糕糰店	糕糰店	糕团店	kau doe ti
絞	絞	绞	kau3
絞刀	絞刀	绞刀	kau tau
絞花被	絞花被	绞花被	kau huo bi
絞花子	絞花子	绞花子	kau huo tsy
絞腸痧	絞腸痧	绞肠痧	kau jian so
絞腸痛	絞腸痛	绞肠痛	kau jian thon
鉸鏈	鉸鏈	铰链	kau li
叫花子	叫花子	叫花子	kau huo tsy
告○	告○	告○	kau5
告○格	告○格	告○格	kau kaq
告示	告示	告示	kau zy
告訴	告訴	告诉	kau su
告吵儂𡀂	告吵儂𡀂	告吵侬𡀂	kau tshau nou lei
告狀	告狀	告状	kau zaon
校	校	校	kau5
酵頭	酵頭	酵头	kau deu
拷	拷	拷	khau1
拷火油箱	拷火油箱	拷火油箱	khau hou yeu shian
敲	敲	敲	khau1
敲扁橄欖	敲扁橄欖	敲扁橄榄	khau pi kae lae
敲地𡍲	敲地𡍲	敲地𡍲	khau di taq
敲瓦爿	敲瓦爿	敲瓦爿	khau ngo bae
敲花字	敲花字	敲花字	khau huo zy
敲背脊	敲背脊	敲背脊	khau pei ciq
敲大鑼	敲大鑼	敲大锣	khau dou lou
敲釘轉腳	敲釘轉腳	敲钉转脚	khau tin tsoe ciaq
敲定	敲定	敲定	khau din
敲木魚	敲木魚	敲木鱼	khau moq ng
敲𧰵	敲𧰵	敲𧰵	khau toq
考試	考試	考试	khau sy
考卷	考卷	考卷	khau ciu
考究	考究	考究	khau cieu
考場	考場	考场	khau jian
烤麩	烤麩	烤麸	khau fu
銬去	銬去	铐去	khau chi
靠…	靠…	靠…	khau5
靠墊	靠墊	靠垫	khau di
靠夜快	靠夜快	靠夜快	khau ya khua
靠腰身	靠腰身	靠腰身	khau iau shin
靠背	靠背	靠背	khau pei
靠背椅	靠背椅	靠背椅	khau pei i
靠背椅	靠背椅	靠背椅	khau pei iu
靠硬	靠硬	靠硬	khau ngan
鮳頭	鮳頭	鲓头	khau deu
薧頭	薧頭	薧头	khau deu
交	交	交	gau6
絞絲旁	絞絲旁	绞丝旁	gau sy baon
絞股	絞股	绞股	gau ku
絞隻	絞隻	绞只	gau tsaq
攪	攪	搅	gau6
攪嘴攪得	攪嘴攪得	搅嘴搅得	gau tsyu gau taq
攪腦子	攪腦子	搅脑子	gau nau tsy
攪軋	攪軋	搅轧	gau gaq
搞七搞八	搞七搞八	搞七搞八	gau chiq gau paq
搞依八𠡒	搞依八𠡒	搞依八𠡒	gau i paq tei
攪七八	攪七八	搅七八	gau chiq paq
熬	熬	熬	ngau2
咬	咬	咬	ngau6
咬奶頭	咬奶頭	咬奶头	ngau na deu
咬奶蒂頭	咬奶蒂頭	咬奶蒂头	ngau na ti deu
咬口	咬口	咬口	ngau kheu
咬勿動	咬勿動	咬勿动	ngau vaq don
咬勿落	咬勿落	咬勿落	ngau vaq loq
傲○	傲○	傲○	ngau6
痚駝病	痚駝病	痚驼病	hau dou bin
蒿蒿動	蒿蒿動	蒿蒿动	hau hau don
蒿菜	蒿菜	蒿菜	hau tshe
歊	歊	歊	hau1
好	好	好	hau3
好幾個	好幾個	好几个	hau ci goq
好幾個	好幾個	好几个	hau ci kou
好看	好看	好看	hau khi
好看鈿	好看鈿	好看钿	hau khi di
好壞	好壞	好坏	hau ua
好壞	好壞	好坏	hau wa
好好先生	好好先生	好好先生	hau hau shi san
好好叫	好好叫	好好叫	hau hau ciau
好好個	好好個	好好个	hau hau kou
好過	好過	好过	hau kou
好貨	好貨	好货	hau hou
好相量	好相量	好相量	hau shian lian
好甮	好甮	好甮	hau ven
好模好樣	好模好樣	好模好样	hau moq hau yan
好喫果子	好喫果子	好吃果子	hau chioq kou tsy
好日	好日	好日	hau gniq
好日酒	好日酒	好日酒	hau gniq cieu
好日黃狗	好日黄狗	好日黄狗	hau gniq waon ki
好嘸清頭	好嘸清頭	好呒清头	hau mh chin deu
孝子	孝子	孝子	hau tsy
孝杖棒	孝杖棒	孝杖棒	hau jian baon
孝杖棒頭	孝杖棒頭	孝杖棒头	hau jian baon deu
孝堂	孝堂	孝堂	hau daon
孝孫	孝孫	孝孙	hau sen
孝衾	孝衾	孝衾	hau chin
孝服	孝服	孝服	hau voq
哮管	哮管	哮管	hau kun
豪𢜶	豪𢜶	豪𢜶	ghau sau
噢	噢	噢	ghau2
壕溝	壕溝	壕沟	ghau keu
號頭	號頭	号头	ghau deu
嶴底	嶴底	岙底	au ti
嶴裏	嶴裏	岙里	au li
嶴口	嶴口	岙口	au kheu
䫜臉	䫜臉	䫜脸	au li
鏖糟	鏖糟	鏖糟	au tsau
鏖糟氣	鏖糟氣	鏖糟气	au tsau chi
鏖糟眼	鏖糟眼	鏖糟眼	au tsau ngae
拗	拗	拗	au3
拗嘴奪理	拗嘴奪理	拗嘴夺理	au tsyu daq li
拗軟骨	拗軟骨	拗软骨	au gniu kuaq
拗腰骨	拗腰骨	拗腰骨	au iau kuaq
拗手	拗手	拗手	au shieu
拗手勁	拗手勁	拗手劲	au shieu jin
拗鬥	拗斗	拗斗	au teu
拗腳馬	拗腳馬	拗脚马	au ciaq mo
詏	詏	詏	au3
懊惱	懊惱	懊恼	au nau
懊悶	懊悶	懊闷	au mhen
懊煞	懊煞	懊煞	au saq
燠	燠	燠	au5
巴弗能夠	巴弗能夠	巴弗能够	po faq nen keu
巴弗得	巴弗得	巴弗得	po faq taq
巴結	巴結	巴结	po ciq
芭蕉扇	芭蕉扇	芭蕉扇	po ciau shi
疤	疤	疤	po1
把	把	把	po3
把尿	把尿	把尿	po syu
把細	把細	把细	po shi
把戲	把戲	把戏	po shi
把家	把家	把家	po ko
把手	把手	把手	po shieu
把屙	把屙	把屙	po ou
把柄	把柄	把柄	po pin
把脈	把脈	把脉	po maq
把作	把作	把作	po tsoq
壩	壩	坝	po5
壩頭	壩頭	坝头	po deu
怕	怕	怕	pho5
怕勢勢	怕势勢	怕势势	pho syu syu
怕其	怕其	怕其	pho ji
怕敢	怕敢	怕敢	pho ki
怕權	怕權	怕权	pho jiu
怕生	怕生	怕生	pho san
怕光	怕光	怕光	pho kuaon
怕人	怕人	怕人	pho gnin
扒	扒	扒	bo2
爬起	爬起	爬起	bo chi
爬起來	爬起來	爬起来	bo chi le
耙	耙	耙	bo2
稗草	稗草	稗草	bo tshau
䶕	䶕	𫜨	bo6
䶕牙	䶕牙	𫜨牙	bo ngo
嬤嬤	嬷嬷	嬷嬷	mho mho
麻皮	麻皮	麻皮	mo bi
麻衣	麻衣	麻衣	mo i
麻酥糖	麻酥糖	麻酥糖	mo su daon
麻縞布	麻縞布	麻缟布	mo kau pu
麻油	麻油	麻油	mo yeu
麻糰	麻糰	麻团	mo doe
麻棗	麻棗	麻枣	mo tsau
麻口	麻口	麻口	mo kheu
麻將	麻將	麻将	mo cian
麻將牌	麻將牌	麻将牌	mo cian bae
麻雀	麻雀	麻雀	mo cian
麻餅	麻餅	麻饼	mo pin
麻筋	麻筋	麻筋	mo cin
麻繩	麻繩	麻绳	mo zhin
麻辣辣	麻辣辣	麻辣辣	mo laq laq
麻扎	麻扎	麻扎	mo tsaq
麻舌頭	麻舌頭	麻舌头	mo zhiq deu
麻骨	麻骨	麻骨	mo kuaq
𩞁餈	𩞁餈	𩞁餈	mo zyu
糯米𩞁餈	糯米𩞁餈	糯米𩞁餈	nou mi mo zyu
青𩞁餈	青𩞁餈	青𩞁餈	chin mo zyu
𣻕	𣻕	𣻕	mo2
馬	馬	马	mo6
馬嘴	馬嘴	马嘴	mo tsyu
馬屁	馬屁	马屁	mo phi
馬屁精	馬屁精	马屁精	mo phi cin
馬屁鬼	馬屁鬼	马屁鬼	mo phi ciu
馬面	馬面	马面	mo mi
馬路	馬路	马路	mo lu
馬路邊沿	馬路邊沿	马路边沿	mo lu pi yi
馬鮫魚	馬鲛魚	马鲛鱼	mo kau ng
馬褂	馬褂	马褂	mo ko
馬蘭	馬蘭	马兰	mo lae
馬蘭頭	馬蘭頭	马兰头	mo lae deu
馬口鐵	馬口鐵	马口铁	mo kheu thiq
馬後炮	馬後炮	马后炮	mo gheu phau
馬桶	馬桶	马桶	mo don
馬桶箱	馬桶箱	马桶箱	mo don shian
馬桶豁筅	馬桶豁筅	马桶豁筅	mo don huaq shi
馬夾	馬夾	马夹	mo kaq
碼	碼	码	mo6
碼頭	碼頭	码头	mo deu
螞蟥	螞蟥	蚂蟥	mo waon
螞粉	螞粉	蚂粉	mo fen
螞轟○	螞轟○	蚂轰○	mo hon
螞蟻	螞蟻	蚂蚁	mo gni
朵	朵	朵	to3
朵拄	朵拄	朵拄	to tsyu
朵辮子	朵辮子	朵辫子	to bi tsy
朵開	朵開	朵开	to khe
朵○發	朵○發	朵○发	to faq
挆	挆	挆	to3
☐	☐	☐	tho3
☐底	☐底	☐底	tho ti
大家	大家	大家	do ko
囡疏○	囡疏○	囡疏○	no su
囡疏○	囡疏○	囡疏○	noe su
拿周	拿周	拿周	no cieu
拿穩	拿穩	拿稳	no uen
蚱𧐖	蚱𧐖	蚱𧐖	tso li
遮煞	遮煞	遮煞	tso saq
鷓鴣	鷓鸪	鹧鸪	tso ku
揸	揸	揸	tso3
炸豬排	炸豬排	炸猪排	tso tsyu ba
柞樹	柞樹	柞树	tso zyu
柞蠶	柞蠶	柞蚕	tso zei
搾	搾	搾	tso5
榨麪	榨麵	榨面	tso mi
叉	叉	叉	tsho1
叉肩胛	叉肩胛	叉肩胛	tsho ci kaq
叉牌頭	叉牌頭	叉牌头	tsho ba deu
叉叉	叉叉	叉叉	tsho tsho
叉手袋	叉手袋	叉手袋	tsho shieu de
叉魚	叉魚	叉鱼	tsho ng
叉扁魚	叉扁魚	叉扁鱼	tsho pi ng
車	車	车	tsho1
車子裏	車子裏	车子里	tsho tsy li
車子前頭	車子前頭	车子前头	tsho tsy zhi deu
車子外頭	車子外頭	车子外头	tsho tsy nga deu
車子後頭	車子後頭	车子后头	tsho tsy gheu deu
車水	車水	车水	tsho syu
車票	車票	车票	tsho phiau
車板	車板	车板	tsho pae
車兜	車兜	车兜	tsho teu
車頭	車頭	车头	tsho deu
車行	車行	车行	tsho ghaon
差咋勿多	差咋勿多	差咋勿多	tsho dza vaq tou
差差	差差	差差	tsho tsho
差來浮去	差來浮去	差来浮去	tsho le vu chi
差扳	差扳	差扳	tsho pae
差	差	差	tsho1
差扳勿起	差扳勿起	差扳勿起	tsho pae vaq chi
差眼	差眼	差眼	tsho ngae
差扳眼	差扳眼	差扳眼	tsho pae ngae
差眼眼	差眼眼	差眼眼	tsho ngae ngae
差一眼	差一眼	差一眼	tsho iq ngae
差一眼眼	差一眼眼	差一眼眼	tsho iq ngae ngae
差勿多	差勿多	差勿多	tsho vaq tou
搓麻將	搓麻將	搓麻将	tsho mo cian
扯	扯	扯	tsho3
扯士	扯士	扯士	tsho zy
扯仕	扯仕	扯仕	tsho zy
扯布	扯布	扯布	tsho pu
扯蛋	扯蛋	扯蛋	tsho dae
扯老蛋	扯老蛋	扯老蛋	tsho lau dae
扯平	扯平	扯平	tsho bin
扯平	扯平	扯平	tsha bin
扯篷	扯篷	扯篷	tsho bon
扯風篷	扯風篷	扯风篷	tsho fon bon
岔路	岔路	岔路	tsho lu
岔翁○	岔翁○	岔翁○	tsho on
瘥	瘥	瘥	tsho5
茶	茶	茶	dzo2
茶水	茶水	茶水	dzo syu
茶樹	茶樹	茶树	dzo zyu
茶几	茶几	茶几	dzo ci
茶壺	茶壺	茶壶	dzo wu
茶花	茶花	茶花	dzo huo
